price,MatriculationMonth,MatriculationYear,km,cv,FuelType,gearboxType,Consume,city,province,Brand,Model,Preparation,Engine,Seats,ConsumeFuel,ConsumeFuelNotUrban,Emissions,Color,Metallizzato,Airbag,NumberDoors,EmissionClass,AirConditioning,Interior
6455,Marzo,2007,167816.0,155.0,GPL,Cambio automatico,,Roma,Torino,BMW,X1,X1 1.4 Business 5p.,,4.0,9.4,,175.0,Bianco,,nan,4 o 5 porte,nan,Climatizzatore manuale,
2200,Giugno,2012,103152.0,57.0,Diesel,Cambio manuale,,Roma,Milano,OPEL,Astra,Astra 1.7 Comfort 5p.,885.0,4.0,4.9,,99.0,Nero,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
3448,Gennaio,2015,48019.0,86.0,Diesel,Cambio automatico,,Roma,Milano,FIAT,Tipo,Tipo 1.5 Comfort 5p.,1275.0,7.0,6.5,,104.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore manuale,
2032,No Mese,2008,136133.0,76.0,Diesel,Cambio automatico,,Roma,Milano,OPEL,Astra,Astra 1.7 Base 5p.,1013.0,5.0,4.7,,132.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore automatico,
1673,No Mese,2010,84907.0,59.0,Benzina,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.3 Comfort 5p.,726.0,5.0,6.9,,120.0,Bianco,,Airbag conducente,2 o 3 porte,nan,Climatizzatore automatico,
7142,Gennaio,2019,500.0,84.0,Diesel,Cambio automatico,,Roma,Torino,RENAULT,Clio,Clio 1.5 Sport 5p.,,5.0,6.5,,101.0,Bianco,,Airbag conducente,2 o 3 porte,nan,Climatizzatore automatico,
3121,No Mese,2013,145393.0,79.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Polo,Polo 1.2 Business 5p.,1140.0,5.0,5.7,,151.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
2136,Marzo,2005,205847.0,93.0,Benzina,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.6 Comfort 5p.,1204.0,7.0,5.7,,130.0,Nero,,nan,nan,Euro 6,Climatizzatore automatico,
5322,Gennaio,2009,123258.0,134.0,Benzina,Cambio manuale,,Roma,Milano,AUDI,A4,A4 1.3 Business 5p.,1733.0,5.0,4.9,,162.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
2924,Gennaio,2011,120842.0,86.0,Benzina,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.7 Comfort 5p.,1283.0,5.0,5.3,,81.0,Grigio,,nan,nan,Euro 6,Climatizzatore automatico,
11804,No Mese,2018,22074.0,118.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.6 Base 5p.,1677.0,7.0,5.5,,150.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
3042,No Mese,2004,180209.0,109.0,Diesel,Cambio manuale,,Roma,Roma,BMW,Serie 3,Serie 3 1.3 Comfort 5p.,1428.0,4.0,7.6,,132.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,Climatizzatore automatico,
2502,Giugno,2006,248180.0,87.0,GPL,Cambio manuale,,Roma,Torino,BMW,Serie 3,Serie 3 1.2 Business 5p.,1611.0,5.0,4.0,,146.0,Grigio,,Airbag conducente,nan,Euro 6,Climatizzatore manuale,
720,Gennaio,2007,292429.0,40.0,Diesel,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.7 Sport 5p.,560.0,4.0,7.8,,105.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,nan,
4420,Gennaio,2014,57822.0,74.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Golf,Golf 1.7 Business 5p.,975.0,7.0,6.1,,165.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore manuale,
2282,No Mese,2013,91946.0,54.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,Tipo,Tipo 1.3 Comfort 5p.,849.0,5.0,6.2,,105.0,Grigio,,nan,nan,Euro 5,Climatizzatore automatico,
2114,Marzo,2008,195983.0,110.0,Metano,Cambio automatico,,Roma,Roma,RENAULT,Megane,Megane 1.4 Sport 5p.,1775.0,5.0,7.0,,133.0,Bianco,,Airbag anteriori e laterali,nan,Euro 6,nan,
3699,Marzo,2016,57641.0,70.0,Benzina,Cambio manuale,,Roma,Torino,RENAULT,Clio,Clio 1.5 Business 5p.,973.0,5.0,6.4,,76.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,nan,
4848,No Mese,2019,500.0,66.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.6 Base 5p.,1028.0,7.0,7.3,,145.0,Nero,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore automatico,
1990,Gennaio,2010,102127.0,89.0,Benzina,Cambio automatico,,Roma,Torino,FIAT,Tipo,Tipo 1.6 Base 5p.,1103.0,5.0,4.3,,110.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
4565,Marzo,2018,21340.0,107.0,Benzina,Cambio manuale,,Roma,Roma,FIAT,Panda,Panda 1.4 Business 5p.,,5.0,4.7,,126.0,Bianco,,nan,nan,Euro 5,nan,
3894,Gennaio,2008,77947.0,54.0,Benzina,Cambio automatico,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.4 Comfort 5p.,856.0,5.0,4.9,,132.0,Nero,,Airbag conducente,nan,Euro 5,Climatizzatore automatico,
3244,Marzo,2007,89061.0,115.0,Benzina,Cambio automatico,,Roma,Roma,FORD,Focus,Focus 1.6 Sport 5p.,1143.0,5.0,5.5,,171.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore automatico,
3015,No Mese,2004,317995.0,179.0,Benzina,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.2 Base 5p.,2698.0,5.0,6.0,,147.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 4,nan,
15347,Marzo,2019,500.0,86.0,Diesel,Cambio automatico,,Roma,Torino,AUDI,A4,A4 1.8 Business 5p.,1120.0,5.0,6.1,,126.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore manuale,
3486,Gennaio,2016,44611.0,55.0,Diesel,Cambio automatico,,Roma,Torino,PEUGEOT,208,208 1.7 Base 5p.,810.0,5.0,6.2,,109.0,Grigio,,Airbag anteriori e laterali,nan,Euro 4,Climatizzatore manuale,
4340,No Mese,2007,53425.0,99.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.6 Sport 5p.,1536.0,7.0,7.7,,165.0,Bianco,,nan,nan,Euro 6,Climatizzatore automatico,
5595,No Mese,2006,118927.0,198.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe C,Classe C 1.3 Sport 5p.,3522.0,5.0,6.8,,109.0,Nero,,nan,2 o 3 porte,Euro 4,Climatizzatore manuale,
1875,Giugno,2006,215969.0,134.0,Benzina,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.5 Sport 5p.,1570.0,7.0,6.0,,113.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore manuale,
6281,Marzo,2018,16103.0,73.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Tipo,Tipo 1.2 Base 5p.,970.0,7.0,6.2,,174.0,Bianco,,nan,2 o 3 porte,Euro 6,nan,
1486,Giugno,2007,213958.0,64.0,Diesel,Cambio automatico,,Roma,Roma,PEUGEOT,308,308 1.8 Comfort 5p.,1090.0,5.0,2.9,,121.0,Bianco,,nan,2 o 3 porte,Euro 6,Climatizzatore automatico,
1323,Giugno,2003,240088.0,110.0,Diesel,Cambio automatico,,Roma,Torino,OPEL,Corsa,Corsa 1.8 Sport 5p.,1472.0,5.0,5.4,,108.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
12041,Giugno,2016,55993.0,126.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,Q3,Q3 1.2 Sport 5p.,1887.0,5.0,2.5,,74.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore automatico,
3026,Giugno,2012,118077.0,110.0,Benzina,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.7 Base 5p.,1596.0,5.0,3.4,,121.0,Bianco,,nan,nan,Euro 6,Climatizzatore manuale,
19241,No Mese,2019,500.0,113.0,Diesel,Cambio automatico,,Roma,Milano,BMW,Serie 3,Serie 3 1.3 Sport 5p.,1597.0,5.0,6.7,,114.0,Nero,,Airbag conducente,4 o 5 porte,Euro 6,Climatizzatore automatico,
2921,Gennaio,2013,62329.0,52.0,GPL,Cambio manuale,,Roma,Roma,FORD,Fiesta,Fiesta 1.3 Business 5p.,734.0,5.0,5.3,,123.0,Bianco,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
1857,Gennaio,2007,275865.0,100.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,208,208 1.2 Business 5p.,1372.0,4.0,5.1,,102.0,Nero,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore automatico,
835,Giugno,2004,109481.0,40.0,GPL,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.4 Comfort 5p.,493.0,5.0,4.8,,181.0,Bianco,,Airbag conducente,nan,Euro 6,nan,
1198,Gennaio,2003,176780.0,100.0,Diesel,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.8 Business 5p.,1242.0,7.0,6.4,,144.0,Nero,,nan,4 o 5 porte,Euro 5,nan,
2314,No Mese,2007,107318.0,110.0,Benzina,Cambio automatico,,Roma,Roma,FORD,Focus,Focus 1.4 Base 5p.,1327.0,5.0,5.2,,116.0,Nero,,Airbag conducente,2 o 3 porte,nan,nan,
7358,Gennaio,2017,28693.0,102.0,GPL,Cambio automatico,,Roma,Roma,FIAT,500,500 1.3 Sport 5p.,1608.0,5.0,5.0,,160.0,Nero,,nan,nan,Euro 5,nan,
1349,Giugno,2004,251967.0,102.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.8 Base 5p.,1105.0,5.0,4.8,,103.0,Nero,,Airbag anteriori e laterali,nan,nan,Climatizzatore automatico,
2418,Gennaio,2003,186094.0,113.0,Diesel,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.5 Business 5p.,1444.0,5.0,3.9,,146.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore manuale,
6573,No Mese,2016,64123.0,96.0,Elettrico,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.2 Business 5p.,1643.0,5.0,3.8,,80.0,Nero,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore automatico,
1367,Marzo,2004,80906.0,60.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.2 Sport 5p.,910.0,5.0,4.1,,124.0,Nero,,Airbag conducente,nan,Euro 6,Climatizzatore manuale,
7512,Gennaio,2018,25512.0,123.0,Metano,Cambio automatico,,Roma,Roma,OPEL,Astra,Astra 1.7 Business 5p.,1998.0,5.0,5.4,,110.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore manuale,
6188,Giugno,2017,28917.0,100.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.3 Comfort 5p.,1348.0,5.0,6.0,,146.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 5,nan,
3077,Gennaio,2014,102153.0,73.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.5 Business 5p.,903.0,5.0,3.7,,100.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore manuale,
1259,Marzo,2005,183516.0,104.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,500,500 1.4 Comfort 5p.,1486.0,5.0,5.8,,75.0,Grigio,,Airbag conducente,nan,Euro 4,Climatizzatore automatico,
9963,Marzo,2017,20245.0,81.0,Diesel,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe A,Classe A 1.4 Business 5p.,1064.0,4.0,5.9,,134.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 4,nan,
1723,Gennaio,2010,161811.0,86.0,Diesel,Cambio automatico,,Roma,Roma,OPEL,Corsa,Corsa 1.7 Comfort 5p.,1126.0,5.0,4.2,,140.0,Nero,,Airbag conducente,nan,Euro 4,nan,
890,Giugno,2004,190082.0,64.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.3 Sport 5p.,792.0,4.0,7.6,,94.0,Grigio,,nan,4 o 5 porte,nan,Climatizzatore manuale,
2452,Giugno,2012,70027.0,40.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,Panda,Panda 1.3 Sport 5p.,628.0,5.0,5.8,,167.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
808,Marzo,2003,297730.0,78.0,Diesel,Cambio automatico,,Roma,Roma,FIAT,500,500 1.3 Comfort 5p.,1244.0,7.0,7.2,,115.0,Nero,,Airbag conducente,nan,Euro 4,Climatizzatore automatico,
6062,No Mese,2011,183852.0,134.0,Diesel,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.6 Comfort 5p.,2030.0,5.0,3.0,,126.0,Bianco,,Airbag anteriori e laterali,nan,Euro 4,nan,
4874,Giugno,2010,116526.0,85.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.6 Base 5p.,1328.0,7.0,4.7,,57.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
6845,Gennaio,2010,246725.0,158.0,Metano,Cambio manuale,,Roma,Roma,BMW,Serie 1,Serie 1 1.4 Comfort 5p.,2754.0,4.0,5.4,,112.0,Grigio,,nan,nan,Euro 6,nan,
15206,Gennaio,2019,500.0,121.0,Diesel,Cambio manuale,,Roma,Torino,BMW,X1,X1 1.3 Sport 5p.,1484.0,5.0,6.1,,151.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,nan,
8178,No Mese,2010,41738.0,155.0,Benzina,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.2 Comfort 5p.,2108.0,5.0,7.1,,114.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore manuale,
7952,No Mese,2013,37662.0,103.0,Diesel,Cambio automatico,,Roma,Roma,BMW,Serie 1,Serie 1 1.8 Business 5p.,1433.0,5.0,6.1,,141.0,Grigio,,nan,nan,nan,Climatizzatore automatico,
1538,Giugno,2006,373775.0,120.0,Benzina,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.7 Sport 5p.,1613.0,5.0,5.3,,151.0,Grigio,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
5952,No Mese,2018,11365.0,67.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,Tipo,Tipo 1.4 Base 5p.,944.0,5.0,5.9,,175.0,Grigio,,nan,4 o 5 porte,nan,Climatizzatore automatico,
1601,Giugno,2005,237362.0,96.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.6 Base 5p.,1385.0,5.0,6.4,,135.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore manuale,
2700,No Mese,2005,24272.0,105.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Polo,Polo 1.4 Base 5p.,1371.0,5.0,6.9,,92.0,Nero,,nan,nan,Euro 6,Climatizzatore automatico,
4466,Gennaio,2019,500.0,66.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,500,500 1.5 Comfort 5p.,988.0,4.0,6.7,,97.0,Grigio,,nan,4 o 5 porte,Euro 4,nan,
1108,Giugno,2004,174145.0,71.0,Metano,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.7 Sport 5p.,983.0,5.0,6.4,,130.0,Bianco,,Airbag conducente,4 o 5 porte,nan,Climatizzatore automatico,
3120,No Mese,2013,55505.0,95.0,Diesel,Cambio automatico,,Roma,Roma,FIAT,Tipo,Tipo 1.3 Base 5p.,1055.0,5.0,6.9,,92.0,Nero,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore automatico,
8242,Giugno,2013,93508.0,100.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.8 Base 5p.,1440.0,5.0,5.1,,160.0,Bianco,,nan,4 o 5 porte,Euro 5,nan,
9836,Giugno,2018,500.0,118.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,308,308 1.3 Sport 5p.,1810.0,5.0,5.9,,154.0,Nero,,nan,nan,Euro 4,Climatizzatore automatico,
3813,No Mese,2012,97977.0,93.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.8 Sport 5p.,1235.0,5.0,3.2,,171.0,Nero,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore manuale,
1274,No Mese,2004,227842.0,66.0,Benzina,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Passat,Passat 1.7 Business 5p.,858.0,7.0,5.9,,187.0,Bianco,,nan,nan,Euro 4,nan,
2997,Giugno,2004,215699.0,142.0,Diesel,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.7 Business 5p.,1694.0,5.0,5.8,,157.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore manuale,
8708,Gennaio,2012,86959.0,166.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.7 Business 5p.,2394.0,5.0,6.5,,132.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore manuale,
2571,Giugno,2004,38602.0,107.0,Diesel,Cambio manuale,,Roma,Roma,DR,DR5,DR5 1.4 Comfort 5p.,1379.0,4.0,5.3,,86.0,Bianco,,Airbag conducente,nan,Euro 4,Climatizzatore automatico,
2567,Marzo,2012,90388.0,99.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Panda,Panda 1.2 Sport 5p.,1413.0,5.0,4.7,,144.0,Bianco,,Airbag conducente,4 o 5 porte,nan,nan,
3640,No Mese,2013,107831.0,95.0,Diesel,Cambio manuale,,Roma,Torino,RENAULT,Megane,Megane 1.6 Base 5p.,1293.0,5.0,4.4,,137.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,nan,
29590,Marzo,2013,71746.0,196.0,Benzina,Cambio manuale,,Roma,Roma,PORSCHE,Macan,Macan 1.8 Comfort 5p.,2493.0,4.0,3.3,,103.0,Grigio,,Airbag conducente,nan,Euro 6,nan,
3326,No Mese,2010,150664.0,129.0,Diesel,Cambio automatico,,Roma,Torino,PEUGEOT,208,208 1.6 Business 5p.,1859.0,4.0,5.3,,143.0,Bianco,,Airbag conducente,nan,Euro 4,nan,
4649,Marzo,2008,83892.0,95.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A3,A3 1.2 Sport 5p.,1691.0,5.0,4.8,,69.0,Bianco,,Airbag conducente,2 o 3 porte,nan,Climatizzatore automatico,
2344,Marzo,2011,105888.0,67.0,Benzina,Cambio manuale,,Roma,Roma,FORD,Fiesta,Fiesta 1.2 Sport 5p.,930.0,7.0,5.8,,125.0,Grigio,,nan,nan,Euro 5,Climatizzatore automatico,
12361,No Mese,2014,61235.0,132.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe C,Classe C 1.7 Comfort 5p.,1788.0,5.0,5.9,,97.0,Grigio,,nan,4 o 5 porte,nan,nan,
9713,No Mese,2014,79055.0,92.0,Diesel,Cambio automatico,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.8 Sport 5p.,1249.0,7.0,6.0,,143.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
8437,No Mese,2018,16282.0,84.0,Diesel,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.6 Sport 5p.,1261.0,5.0,5.9,,124.0,Nero,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
1201,No Mese,2004,278539.0,67.0,Elettrico,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.4 Sport 5p.,1009.0,5.0,4.1,,99.0,Nero,,nan,4 o 5 porte,nan,Climatizzatore manuale,
1887,Gennaio,2010,161197.0,77.0,Benzina,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.6 Sport 5p.,795.0,5.0,6.2,,115.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,nan,
14056,Marzo,2018,18291.0,102.0,Benzina,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.3 Business 5p.,1227.0,5.0,3.4,,159.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
1082,Giugno,2008,267464.0,83.0,Diesel,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.3 Base 5p.,1200.0,5.0,6.2,,145.0,Grigio,,nan,2 o 3 porte,Euro 4,Climatizzatore manuale,
1491,Giugno,2005,196630.0,83.0,GPL,Cambio manuale,,Roma,Torino,PEUGEOT,308,308 1.3 Base 5p.,1223.0,5.0,5.7,,113.0,Nero,,nan,nan,Euro 6,nan,
3167,Gennaio,2009,129570.0,102.0,Diesel,Cambio manuale,,Roma,Roma,PEUGEOT,308,308 1.2 Business 5p.,1493.0,5.0,6.5,,148.0,Nero,,Airbag conducente,nan,nan,Climatizzatore manuale,
7780,Giugno,2014,91016.0,98.0,GPL,Cambio manuale,,Roma,Torino,AUDI,Q3,Q3 1.2 Base 5p.,1292.0,5.0,5.6,,96.0,Bianco,,nan,nan,Euro 6,Climatizzatore automatico,
3099,Marzo,2014,120704.0,77.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,500,500 1.2 Business 5p.,1097.0,4.0,3.6,,127.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore manuale,
1992,Gennaio,2004,266291.0,150.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.2 Sport 5p.,1771.0,5.0,4.0,,134.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,nan,
5488,No Mese,2007,114600.0,153.0,Benzina,Cambio manuale,,Roma,Torino,AUDI,Q3,Q3 1.3 Sport 5p.,2305.0,4.0,6.1,,150.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore manuale,
4869,Gennaio,2010,172319.0,77.0,Benzina,Cambio automatico,,Roma,Milano,MERCEDES-BENZ,Classe C,Classe C 1.2 Business 5p.,1089.0,7.0,4.7,,116.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,Climatizzatore manuale,
818,No Mese,2008,280981.0,40.0,Benzina,Cambio manuale,,Roma,Milano,OPEL,Astra,Astra 1.2 Comfort 5p.,589.0,4.0,5.5,,126.0,Bianco,,Airbag conducente,4 o 5 porte,nan,Climatizzatore automatico,
4082,Gennaio,2015,61308.0,65.0,GPL,Cambio manuale,,Roma,Torino,OPEL,Astra,Astra 1.4 Base 5p.,933.0,4.0,6.5,,88.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore automatico,
4552,Marzo,2004,56758.0,150.0,Diesel,Cambio manuale,,Roma,Milano,BMW,X1,X1 1.5 Comfort 5p.,2005.0,5.0,5.4,,120.0,Bianco,,nan,nan,Euro 4,nan,
8295,Giugno,2019,500.0,82.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Golf,Golf 1.3 Sport 5p.,1210.0,5.0,5.4,,129.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore automatico,
11658,Gennaio,2018,6235.0,81.0,Benzina,Cambio automatico,,Roma,Roma,AUDI,A4,A4 1.3 Comfort 5p.,955.0,5.0,4.2,,105.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,nan,
2369,Giugno,2011,108028.0,90.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.2 Business 5p.,1242.0,7.0,5.3,,130.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore automatico,
963,Marzo,2004,152607.0,66.0,Elettrico,Cambio automatico,,Roma,Roma,PEUGEOT,308,308 1.8 Comfort 5p.,912.0,5.0,6.5,,96.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore automatico,
8960,No Mese,2009,148393.0,144.0,Metano,Cambio automatico,,Roma,Roma,AUDI,A4,A4 1.8 Comfort 5p.,2094.0,5.0,4.7,,97.0,Grigio,,Airbag conducente,nan,Euro 4,Climatizzatore manuale,
1058,Giugno,2007,220711.0,53.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,Panda,Panda 1.2 Business 5p.,790.0,5.0,7.2,,129.0,Bianco,,nan,2 o 3 porte,Euro 4,nan,
3862,Gennaio,2011,55103.0,92.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.2 Base 5p.,1258.0,7.0,6.3,,83.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore manuale,
9787,Gennaio,2017,7445.0,125.0,Benzina,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.6 Business 5p.,2053.0,7.0,5.4,,146.0,Bianco,,nan,nan,nan,Climatizzatore manuale,
3340,Gennaio,2003,268892.0,202.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A4,A4 1.4 Sport 5p.,2761.0,4.0,7.7,,137.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore automatico,
2304,Giugno,2009,189131.0,88.0,Diesel,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.5 Base 5p.,1015.0,5.0,4.6,,80.0,Bianco,,nan,2 o 3 porte,nan,Climatizzatore automatico,
2517,No Mese,2011,104881.0,88.0,Diesel,Cambio manuale,,Roma,Torino,RENAULT,Megane,Megane 1.7 Business 5p.,1298.0,5.0,3.3,,72.0,Bianco,,Airbag anteriori e laterali,nan,nan,Climatizzatore automatico,
3178,Giugno,2008,162480.0,145.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.4 Sport 5p.,2043.0,7.0,6.0,,144.0,Nero,,nan,2 o 3 porte,Euro 6,Climatizzatore automatico,
5169,Marzo,2016,22221.0,105.0,Diesel,Cambio automatico,,Roma,Roma,FIAT,500,500 1.3 Business 5p.,1451.0,5.0,5.9,,84.0,Bianco,,Airbag anteriori e laterali,nan,Euro 6,nan,
4875,Marzo,2014,58052.0,121.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.5 Comfort 5p.,1776.0,7.0,3.7,,179.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore manuale,
6258,No Mese,2017,21080.0,74.0,Benzina,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.6 Sport 5p.,968.0,5.0,5.1,,115.0,Nero,,Airbag conducente,4 o 5 porte,nan,Climatizzatore manuale,
1297,Marzo,2003,229032.0,113.0,Benzina,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.8 Base 5p.,1245.0,5.0,8.0,,93.0,Nero,,nan,4 o 5 porte,Euro 4,Climatizzatore automatico,
